year,month,day_of_week,source,service_name,agency_responsible,location_type,n,quick
2025,9,3,Other,Parks - Roadside Greens - GIS,OS - Parks and Open Spaces,Community Centrepoint,36,36
2025,9,3,Other,Parks - School Program Registration,OS - Parks and Open Spaces,None,3,3
2025,9,3,Other,Parks - Tree Concern - GIS,OS - Parks and Open Spaces,Community Centrepoint,204,204
2025,9,3,Other,Parks - Tree Education Programs,OS - Parks and Open Spaces,None,2,2
2025,9,3,Other,Parks - Venue Bookings and Inquiries,OS - Parks and Open Spaces,None,18,18
2025,9,3,Other,Parks - Volunteer Request,OS - Parks and Open Spaces,None,1,1
2025,9,3,Other,Parks - Weed Control Issues - GIS,OS - Parks and Open Spaces,Community Centrepoint,18,18
2025,9,3,Other,Parks - Wildlife Management,OS - Parks and Open Spaces,Community Centrepoint,7,7
2025,9,3,Other,Parks - Wildlife Sightings,OS - Parks and Open Spaces,Community Centrepoint,44,44
2025,9,3,Other,Parks - Wildlife Sightings,OS - Parks and Open Spaces,None,1,1
2025,9,3,Other,Partnerships - Community Association Inquiries,CS - Partnerships,Community Centrepoint,1,1
2025,9,3,Other,"Partnerships - Festival, Events and Cultural Development",CS - Partnerships,Community Centrepoint,1,1
2025,9,3,Other,Partnerships - Public Art,CS - Partnerships,Community Centrepoint,1,1
2025,9,3,Other,Partnerships - Sport and Facility Development,CS - Partnerships,Community Centrepoint,2,2
2025,9,3,Other,PD - Future Road Planning and Upgrades,IS - Project Development,Community Centrepoint,1,1
2025,9,3,Other,PD - Neighbourhood Streets Projects,IS - Project Development,Community Centrepoint,2,2
2025,9,3,Other,PD - Noise Barrier Wall,IS - Project Development,Community Centrepoint,1,1
2025,9,3,Other,PSD - Annual Paving Program - Major Roads,IS - Public Spaces Delivery,Community Centrepoint,4,4
2025,9,3,Other,PSD - Annual Paving Program - Major Roads,IS - Public Spaces Delivery,None,2,2
2025,9,3,Other,PSD - Backlane Paving Construction,IS - Public Spaces Delivery,Community Centrepoint,3,3
2025,9,3,Other,PSD - Bridges and Structures Inquiry,IS - Public Spaces Delivery,Community Centrepoint,1,1
2025,9,3,Other,PSD - Driveway Crossings - Curb Lowering,IS - Public Spaces Delivery,Community Centrepoint,8,8
2025,9,3,Other,PSD - Local Improvement Inquiry,IS - Public Spaces Delivery,Community Centrepoint,9,9
2025,9,3,Other,PSD - Major Road Projects Inquiry,IS - Public Spaces Delivery,Community Centrepoint,2,2
2025,9,3,Other,PSD - Major Transit Projects Inquiry,IS - Public Spaces Delivery,Community Centrepoint,1,1
2025,9,3,Other,PSD - Parks and Open Spaces,IS - Public Spaces Delivery,Community Centrepoint,5,5
2025,9,3,Other,PSD - Transportation Special Projects,IS - Public Spaces Delivery,Community Centrepoint,12,12
2025,9,3,Other,PSD - Various Street Improvements - Current Projects,IS - Public Spaces Delivery,Community Centrepoint,4,4
2025,9,3,Other,Public - Municipal Complex - Atrium or Plaza Use Request,OS - Facility Management,None,5,5
2025,9,3,Other,Recreation - Arena Booking Application,CS - Recreation and Social Programs,None,41,41
2025,9,3,Other,Recreation - Arena Meeting Room Application,CS - Recreation and Social Programs,None,8,8
2025,9,3,Other,Recreation - Arena Tournament and Special Event Application,CS - Recreation and Social Programs,None,1,1
2025,9,3,Other,Recreation - Athletic Park Booking Application,CS - Recreation and Social Programs,None,16,16
2025,9,3,Other,Recreation - Playfield Booking Application,CS - Recreation and Social Programs,None,10,10
2025,9,3,Other,Recreation - Pool Booking Application,CS - Recreation and Social Programs,None,6,6
2025,9,3,Other,Recreation - School Facility Booking Application,CS - Recreation and Social Programs,None,44,44
2025,9,3,Other,Recreation - Tennis / Pickleball Court Application,CS - Recreation and Social Programs,None,4,4
2025,9,3,Other,REDS - Encroachment Agreements on City Land,IS - Real Estate and Development Services,Community Centrepoint,3,3
2025,9,3,Other,REDS - Property Leasing and Sales Inquiry,IS - Real Estate and Development Services,Community Centrepoint,3,3
2025,9,3,Other,Roads - Backlane Maintenance,OS - Mobility,Community Centrepoint,74,67
2025,9,3,Other,Roads - BIA Maintenance,OS - Mobility,Community Centrepoint,1,1
2025,9,3,Other,Roads - Bike Rack Request - NEW,OS - Mobility,Community Centrepoint,1,1
2025,9,3,Other,Roads - Bike Rack Request - NEW,OS - Mobility,None,1,0
2025,9,3,Other,Roads - Dead Animal Pick-Up,OS - Mobility,Community Centrepoint,81,81
2025,9,3,Other,Roads - Debris on Street/Sidewalk/Boulevard,OS - Mobility,Community Centrepoint,63,59
2025,9,3,Other,Roads - Detour Inquiry,OS - Mobility,Community Centrepoint,59,59
2025,9,3,Other,Roads - Detour Urgent (Safety) Concerns,OS - Mobility,Community Centrepoint,41,41
2025,9,3,Other,Roads - E-Scooter,OS - Mobility,Community Centrepoint,1,1
2025,9,3,Other,Roads - Feedback - Community Traffic Safety Projects,OS - Mobility,Community Centrepoint,6,6
2025,9,3,Other,Roads - Fence - Noise Barrier - Retaining Wall Repair,OS - Mobility,Community Centrepoint,8,8
2025,9,3,Other,Roads - New Audible/Accessible Pedestrian Signal,OS - Mobility,Community Centrepoint,2,2
2025,9,3,Other,"Roads - New Signal, Left Turn or Pedestrian Light Request",OS - Mobility,Community Centrepoint,9,9
2025,9,3,Other,"Roads - NEW Signal, Left Turn or Pedestrian Light Request",OS - Mobility,Community Centrepoint,52,32
2025,9,3,Other,Roads - Pathway Concerns,OS - Mobility,Community Centrepoint,31,31
2025,9,3,Other,Roads - Pavement Markings - Missing or Faded,OS - Mobility,Community Centrepoint,12,12
2025,9,3,Other,Roads - Permits - Requests and Inquiries,OS - Mobility,Community Centrepoint,23,23
2025,9,3,Other,Roads - Pothole Maintenance,OS - Mobility,Community Centrepoint,45,45
2025,9,3,Other,Roads - Repaving Candidate Street and Inquiries,OS - Mobility,Community Centrepoint,6,6
2025,9,3,Other,Roads - Roadway Maintenance,OS - Mobility,Community Centrepoint,43,39
2025,9,3,Other,Roads - Safety and Education,OS - Mobility,Community Centrepoint,29,8
2025,9,3,Other,Roads - Safety and Education,OS - Mobility,None,3,3
2025,9,3,Other,Roads - Shared E-Bike,OS - Mobility,Community Centrepoint,1,0
2025,9,3,Other,Roads - Sidewalk - Curb and Gutter Repair,OS - Mobility,Community Centrepoint,75,44
2025,9,3,Other,Roads - Sidewalk Installation and Accessibility,OS - Mobility,Community Centrepoint,4,4
2025,9,3,Other,Roads - Signs - Missing - Damaged,OS - Mobility,Community Centrepoint,33,31
2025,9,3,Other,Roads - Signs - Parking,OS - Mobility,Community Centrepoint,72,63
2025,9,3,Other,Roads - Signs - Traffic and Roadmarking,OS - Mobility,Community Centrepoint,49,47
2025,9,3,Other,Roads - Streetlight Damage,OS - Mobility,Community Centrepoint,8,8
2025,9,3,Other,Roads - Streetlight - General Inquiry,OS - Mobility,Community Centrepoint,6,6
2025,9,3,Other,Roads - Streetlight Maintenance,OS - Mobility,Community Centrepoint,57,57
2025,9,3,Other,Roads - Street Paving Program,OS - Mobility,Community Centrepoint,20,20
2025,9,3,Other,Roads - Temporary Sign Removal,OS - Mobility,Community Centrepoint,36,36
2025,9,3,Other,Roads - Traffic Camera and ATIS Inquiries,OS - Mobility,Community Centrepoint,2,2
2025,9,3,Other,Roads - Traffic Control Change Feedback,OS - Mobility,None,1,1
2025,9,3,Other,Roads - Traffic Operational Improvement Suggestions,OS - Mobility,Community Centrepoint,12,12
2025,9,3,Other,Roads - Traffic Operational Improvement Suggestions,OS - Mobility,None,4,4
2025,9,3,Other,Roads - Traffic or Pedestrian Light Repair,OS - Mobility,Community Centrepoint,34,34
2025,9,3,Other,Roads - Traffic Signal Construction Inquiry,OS - Mobility,Community Centrepoint,10,4
2025,9,3,Other,Roads - Traffic Signal Lane Designation Sign,OS - Mobility,Community Centrepoint,6,4
2025,9,3,Other,Roads - Traffic Signal Operation Report - Intersection Plan,OS - Mobility,Community Centrepoint,2,2
2025,9,3,Other,Roads - Traffic Signal Timing Inquiry,OS - Mobility,Community Centrepoint,49,48
2025,9,3,Other,Roads - Transportation Data,OS - Mobility,Community Centrepoint,2,1
2025,9,3,Other,Roads - Utility Placement Inquiry,OS - Mobility,Community Centrepoint,1,1
2025,9,3,Other,Roads - Wheelchair Slope - Request For,OS - Mobility,Community Centrepoint,1,1
2025,9,3,Other,RSP - Arena Inquiry,CS - Recreation and Social Programs,Community Centrepoint,1,1
2025,9,3,Other,RSP - Athletic Park Inquiry,CS - Recreation and Social Programs,Community Centrepoint,6,6
2025,9,3,Other,RSP - Booking Inquiry,CS - Recreation and Social Programs,Community Centrepoint,1,1
2025,9,3,Other,RSP - Home Services for Seniors Inquiry,CS - Recreation and Social Programs,Community Centrepoint,1,1
2025,9,3,Other,RSP - Pool - Bob Bahan,CS - Recreation and Social Programs,Community Centrepoint,1,1
2025,9,3,Other,RSP - Pool - Canyon Meadows,CS - Recreation and Social Programs,Community Centrepoint,2,2
2025,9,3,Other,RSP - Pool - Foothills,CS - Recreation and Social Programs,Community Centrepoint,3,3
2025,9,3,Other,RSP - Pool - Glenmore,CS - Recreation and Social Programs,Community Centrepoint,2,2
2025,9,3,Other,RSP - Pool - Inglewood,CS - Recreation and Social Programs,Community Centrepoint,1,1
2025,9,3,Other,RSP - Pool - Killarney,CS - Recreation and Social Programs,Community Centrepoint,5,5
2025,9,3,Other,RSP - Pool - Renfrew,CS - Recreation and Social Programs,Community Centrepoint,1,1
2025,9,3,Other,RSP - Pool - Shouldice,CS - Recreation and Social Programs,Community Centrepoint,1,1
2025,9,3,Other,RSP - Pool - Thornhill,CS - Recreation and Social Programs,Community Centrepoint,2,2
2025,9,3,Other,RSP - Program Registration Inquiry,CS - Recreation and Social Programs,None,1,1
2025,9,3,Other,RSP - Registered Social Worker Letter,CS - Recreation and Social Programs,None,12,12
2025,9,3,Other,RSP - Senior Services Home Maintenance - Bylaw Concern,CS - Recreation and Social Programs,Community Centrepoint,1,1
2025,9,3,Other,RSP - Senior Services Home Maintenance Inquiry,CS - Recreation and Social Programs,Community Centrepoint,11,11
2025,9,3,Other,RSP - Southland Leisure Centre Inquiry,CS - Recreation and Social Programs,Community Centrepoint,1,1
2025,9,3,Other,RSP - Subsidized Programs - Fair Entry,CS - Recreation and Social Programs,Community Centrepoint,102,102
2025,9,3,Other,RSP - Subsidized Programs - Fair Entry,CS - Recreation and Social Programs,None,5,5
2025,9,3,Other,RSP - Village Square Leisure Centre Inquiry,CS - Recreation and Social Programs,Community Centrepoint,1,1
2025,9,3,Other,Stewardship of City Owned Land,IS - Real Estate and Development Services,Community Centrepoint,13,13
2025,9,3,Other,UD - Major Projects Inquiry,IS - Utilities Delivery,Community Centrepoint,14,14
2025,9,3,Other,UEP - Odour Inquiries,OS - Water Services,Community Centrepoint,19,19
2025,9,3,Other,VFH - Taxi/Limousine/TNC (Ride Sharing) Concern - RMS,CS - Emergency Management and Community Safety,Community Centrepoint,2,2
2025,9,3,Other,WATS - Basement Seepage,OS - Water Services,Community Centrepoint,5,5
2025,9,3,Other,WATS - Bulk Water Accounts and Air Gap Vehicle Inspection,OS - Water Services,None,3,3
2025,9,3,Other,WATS - Catch Basin Concerns,OS - Water Services,Community Centrepoint,8,8
2025,9,3,Other,WATS - Construction Inquiry - MAX,OS - Water Services,Community Centrepoint,16,16
2025,9,3,Other,WATS - Cross Connection Inquiries,OS - Water Services,Community Centrepoint,8,8
2025,9,3,Other,WATS - Cross Connection Inquiries,OS - Water Services,None,1,1
2025,9,3,Other,WATS - Cross Connection Tester Support - ONLINE,OS - Water Services,None,3,3
2025,9,3,Other,WATS - Drainage Bylaw,OS - Water Services,Community Centrepoint,5,5
2025,9,3,Other,WATS - Drainage Concerns,OS - Water Services,Community Centrepoint,7,7
2025,9,3,Other,WATS - Emergency Water Temporary Off,OS - Water Services,Community Centrepoint,16,16
2025,9,3,Other,WATS - Erosion and Sediment Control,OS - Water Services,Community Centrepoint,12,12
2025,9,3,Other,WATS - Fire Hydrant,OS - Water Services,Community Centrepoint,14,14
2025,9,3,Other,WATS - Fire Hydrant Flow Test,OS - Water Services,Community Centrepoint,6,6
2025,9,3,Other,WATS - Flat to Meter Appointment,OS - Water Services,Community Centrepoint,10,9
2025,9,3,Other,WATS - Hydrant Connection Unit - HCU Inspections,OS - Water Services,Community Centrepoint,8,8
2025,9,3,Other,WATS - Industrial Monitoring Inquiry,OS - Water Services,Community Centrepoint,1,1
2025,9,3,Other,WATS - Lot Grading,OS - Water Services,Community Centrepoint,3,3
2025,9,3,Other,WATS - Manhole Concerns,OS - Water Services,Community Centrepoint,10,10
2025,9,3,Other,WATS - Property Rehab,OS - Water Services,Community Centrepoint,9,8
2025,9,3,Other,WATS - Service and Main Valve Issues,OS - Water Services,Community Centrepoint,36,34
2025,9,3,Other,WATS - Sewage Back-up,OS - Water Services,Community Centrepoint,80,80
2025,9,3,Other,WATS - Sewer Maintenance,OS - Water Services,Community Centrepoint,85,85
2025,9,3,Other,WATS - Spills Entering Storm System,OS - Water Services,Community Centrepoint,13,13
2025,9,3,Other,WATS - Storm Pond Concerns,OS - Water Services,Community Centrepoint,4,4
2025,9,3,Other,WATS - Tap Water Sampling Program,OS - Water Services,Community Centrepoint,1,1
2025,9,3,Other,WATS - Temporary Water Line Issues,OS - Water Services,Community Centrepoint,2,2
2025,9,3,Other,WATS - Urgent Water Reconnect,OS - Water Services,Community Centrepoint,18,18
2025,9,3,Other,WATS - Wastewater Treatment Information,OS - Water Services,Community Centrepoint,2,2
2025,9,3,Other,WATS - Water Billing Concerns,OS - Water Services,Community Centrepoint,1,1
2025,9,3,Other,WATS - Water Data Request,OS - Water Services,None,1,1
2025,9,3,Other,WATS - Water Equipment Pickup,OS - Water Services,Community Centrepoint,3,3
2025,9,3,Other,WATS - Water Equipment Pickup - MAX,OS - Water Services,Community Centrepoint,6,6
2025,9,3,Other,WATS - Water Main Break or Leak,OS - Water Services,Community Centrepoint,32,32
2025,9,3,Other,WATS - Water Meter Installation Request,OS - Water Services,Community Centrepoint,19,19
2025,9,3,Other,WATS - Water Meter Issues,OS - Water Services,Community Centrepoint,29,29
2025,9,3,Other,WATS - Water Off-On Appointment,OS - Water Services,Community Centrepoint,17,17
2025,9,3,Other,WATS - Water Outage,OS - Water Services,Community Centrepoint,9,9
2025,9,3,Other,WATS - Water Pressure Issues,OS - Water Services,Community Centrepoint,8,8
2025,9,3,Other,WATS - Water Quality,OS - Water Services,Community Centrepoint,9,9
2025,9,3,Other,WATS - Water Treatment Inquiries,OS - Water Services,Community Centrepoint,1,1
2025,9,3,Other,WATS - Water Wagon Issues,OS - Water Services,Community Centrepoint,8,8
2025,9,3,Other,WRS - Brochures,OS - Waste and Recycling Services,Community Centrepoint,4,4
2025,9,3,Other,WRS - Cart Management,OS - Waste and Recycling Services,Community Centrepoint,377,377
2025,9,3,Other,WRS - Collection Schedule Inquiry,OS - Waste and Recycling Services,Community Centrepoint,1,1
2025,9,3,Other,WRS - Commercial Collection Services,OS - Waste and Recycling Services,Community Centrepoint,69,69
2025,9,3,Other,WRS - Compost - Green Cart,OS - Waste and Recycling Services,Community Centrepoint,135,135
2025,9,3,Other,WRS - Debris in Backlane,OS - Waste and Recycling Services,Community Centrepoint,62,62
2025,9,3,Other,WRS - Disposal Guide Tool Feedback,OS - Waste and Recycling Services,None,5,5
2025,9,3,Other,WRS - Education Inquiries,OS - Waste and Recycling Services,None,1,1
2025,9,3,Other,WRS - Employee - Complaint Compliment,OS - Waste and Recycling Services,Community Centrepoint,15,15
2025,9,3,Other,WRS - Landfill - Accounts and Billing,OS - Waste and Recycling Services,None,4,4
2025,9,3,Other,WRS - Landfill - Clean Fill,OS - Waste and Recycling Services,Community Centrepoint,1,1
2025,9,3,Other,WRS - Landfill - Clean Fill,OS - Waste and Recycling Services,None,1,1
2025,9,3,Other,WRS - Landfill - Disposal Information,OS - Waste and Recycling Services,None,4,4
2025,9,3,Other,WRS - Landfill - Industrial Permit or Inquiry,OS - Waste and Recycling Services,Community Centrepoint,3,3
2025,9,3,Other,WRS - Landfill - Operations,OS - Waste and Recycling Services,None,1,1
2025,9,3,Other,WRS - Multifamily Recycling and Composting,OS - Waste and Recycling Services,Community Centrepoint,2,2
2025,9,3,Other,WRS - New Service - Carts,OS - Waste and Recycling Services,Community Centrepoint,110,110
2025,9,3,Other,WRS - New Service - Carts,OS - Waste and Recycling Services,None,4,4
2025,9,3,Other,WRS - Programs,OS - Waste and Recycling Services,Community Centrepoint,53,53
2025,9,3,Other,WRS - Recycling - Blue Cart,OS - Waste and Recycling Services,Community Centrepoint,145,145
2025,9,3,Other,WRS - School Landfill Tours Lottery,OS - Waste and Recycling Services,None,6,6
2025,9,3,Other,WRS - Waste - Residential,OS - Waste and Recycling Services,Community Centrepoint,177,177
2025,9,4,App,AS - Animal Noise,CS - Emergency Management and Community Safety,Community Centrepoint,9,9
2025,9,4,App,AS - Dog Defecation,CS - Emergency Management and Community Safety,Community Centrepoint,1,1
2025,9,4,App,Business Safety - Business Licence Concern - RMS,CS - Emergency Management and Community Safety,Community Centrepoint,5,5
2025,9,4,App,Bylaw - Disturbance and Behavioural Concerns,CS - Emergency Management and Community Safety,Community Centrepoint,17,17
2025,9,4,App,Bylaw - Long Grass - Weeds Infraction,CS - Emergency Management and Community Safety,Community Centrepoint,42,42
2025,9,4,App,Bylaw - Material on Public Property,CS - Emergency Management and Community Safety,Community Centrepoint,27,27
2025,9,4,App,Bylaw - Noise Concerns,CS - Emergency Management and Community Safety,Community Centrepoint,23,23
2025,9,4,App,Bylaw - Property Maintenance Concerns,CS - Emergency Management and Community Safety,Community Centrepoint,14,14
2025,9,4,App,Bylaw - Tree - Shrub Infraction,CS - Emergency Management and Community Safety,Community Centrepoint,12,12
2025,9,4,App,Bylaw - Waste and Recycling Infractions,CS - Emergency Management and Community Safety,Community Centrepoint,7,7
2025,9,4,App,Bylaw - Water Misuse / Wasting Concern,CS - Emergency Management and Community Safety,Community Centrepoint,1,1
2025,9,4,App,CFD - Business Licence Inspection - FHB,CS - Calgary Fire,Community Centrepoint,2,2
2025,9,4,App,CFD - Fire Code Hazard Complaint - FHB,CS - Calgary Fire,Community Centrepoint,4,4
2025,9,4,App,Corporate - Encampment Concerns,CS - Emergency Management and Community Safety,Community Centrepoint,54,54
2025,9,4,App,Corporate - Graffiti Concerns,CS - Emergency Management and Community Safety,Community Centrepoint,129,128
2025,9,4,App,CT - Bus Stops,OS - Calgary Transit,Community Centrepoint,7,7
2025,9,4,App,CT - CTrain Stations,OS - Calgary Transit,Community Centrepoint,4,4
2025,9,4,App,GFL - Black Cart Collection,OSC - Waste and Recycling Services,Community Centrepoint,10,10
2025,9,4,App,Parks - Development - Tree Concern - GIS,OS - Parks and Open Spaces,Community Centrepoint,2,2
2025,9,4,App,Parks - Garbage - GIS,OS - Parks and Open Spaces,Community Centrepoint,31,31
2025,9,4,App,Parks - Infrastructure - GIS,OS - Parks and Open Spaces,Community Centrepoint,9,9
2025,9,4,App,Parks - Irrigation Maintenance - GIS,OS - Parks and Open Spaces,Community Centrepoint,4,4
2025,9,4,App,Parks - Lighting Concern - GIS,OS - Parks and Open Spaces,Community Centrepoint,3,3
2025,9,4,App,Parks - Maintenance - GIS,OS - Parks and Open Spaces,Community Centrepoint,10,10
2025,9,4,App,Parks - Mowing Request - GIS,OS - Parks and Open Spaces,Community Centrepoint,19,19
2025,9,4,App,Parks - Roadside Greens - GIS,OS - Parks and Open Spaces,Community Centrepoint,10,10
2025,9,4,App,Parks - Tree Concern - GIS,OS - Parks and Open Spaces,Community Centrepoint,57,57
2025,9,4,App,Parks - Wildlife Management,OS - Parks and Open Spaces,Community Centrepoint,4,4
2025,9,4,App,Parks - Wildlife Sightings,OS - Parks and Open Spaces,Community Centrepoint,4,4
2025,9,4,App,Roads - Backlane Maintenance,OS - Mobility,Community Centrepoint,15,13
2025,9,4,App,Roads - Dead Animal Pick-Up,OS - Mobility,Community Centrepoint,34,34
2025,9,4,App,Roads - Debris on Street/Sidewalk/Boulevard,OS - Mobility,Community Centrepoint,55,53
2025,9,4,App,Roads - Detour Inquiry,OS - Mobility,Community Centrepoint,8,7
2025,9,4,App,Roads - Fence - Noise Barrier - Retaining Wall Repair,OS - Mobility,Community Centrepoint,4,4
2025,9,4,App,Roads - Pathway Concerns,OS - Mobility,Community Centrepoint,26,26
2025,9,4,App,Roads - Pothole Maintenance,OS - Mobility,Community Centrepoint,24,22
2025,9,4,App,Roads - Roadway Maintenance,OS - Mobility,Community Centrepoint,13,12
2025,9,4,App,Roads - Sidewalk - Curb and Gutter Repair,OS - Mobility,Community Centrepoint,28,20
2025,9,4,App,Roads - Signs - Missing - Damaged,OS - Mobility,Community Centrepoint,27,25
2025,9,4,App,Roads - Signs - Parking,OS - Mobility,Community Centrepoint,1,1
2025,9,4,App,Roads - Signs - Traffic and Roadmarking,OS - Mobility,Community Centrepoint,35,35
2025,9,4,App,Roads - Streetlight Damage,OS - Mobility,Community Centrepoint,1,1
2025,9,4,App,Roads - Streetlight Maintenance,OS - Mobility,Community Centrepoint,13,13
2025,9,4,App,Roads - Temporary Sign Removal,OS - Mobility,Community Centrepoint,110,110
2025,9,4,App,Roads - Traffic or Pedestrian Light Repair,OS - Mobility,Community Centrepoint,11,11
2025,9,4,App,Roads - Traffic Signal Timing Inquiry,OS - Mobility,Community Centrepoint,24,24
2025,9,4,App,VFH - Taxi/Limousine/TNC (Ride Sharing) Compliment - RMS,CS - Emergency Management and Community Safety,Community Centrepoint,1,1
2025,9,4,App,VFH - Taxi/Limousine/TNC (Ride Sharing) Concern - RMS,CS - Emergency Management and Community Safety,Community Centrepoint,7,7
2025,9,4,App,WATS - Catch Basin Concerns,OS - Water Services,Community Centrepoint,7,7
2025,9,4,App,WATS - Fire Hydrant,OS - Water Services,Community Centrepoint,2,2
2025,9,4,App,WATS - Manhole Concerns,OS - Water Services,Community Centrepoint,4,4
2025,9,4,App,WATS - Service and Main Valve Issues,OS - Water Services,Community Centrepoint,4,4
2025,9,4,App,WATS - Sewer Maintenance,OS - Water Services,Community Centrepoint,7,7
2025,9,4,App,WRS - Cart Management,OS - Waste and Recycling Services,Community Centrepoint,46,46
2025,9,4,App,WRS - Compost - Green Cart,OS - Waste and Recycling Services,Community Centrepoint,13,13
2025,9,4,App,WRS - Debris in Backlane,OS - Waste and Recycling Services,Community Centrepoint,28,28
2025,9,4,App,WRS - New Service - Carts,OS - Waste and Recycling Services,Community Centrepoint,1,1
2025,9,4,App,WRS - Recycling - Blue Cart,OS - Waste and Recycling Services,Community Centrepoint,31,31
2025,9,4,App,WRS - Waste - Residential,OS - Waste and Recycling Services,Community Centrepoint,36,36
2025,9,4,Other,ACPL - Animal Licence - Inquiries,CS - Emergency Management and Community Safety,Community Centrepoint,12,12
2025,9,4,Other,ACPL - Bite Prevention Program Application,CS - Emergency Management and Community Safety,Community Centrepoint,8,8
2025,9,4,Other,ACPL - Lost and Found Animal,CS - Emergency Management and Community Safety,Community Centrepoint,22,22
2025,9,4,Other,ACPL - No Cost Spay or Neuter Program Inquiries,CS - Emergency Management and Community Safety,None,4,4
2025,9,4,Other,Active Living Program Application,CS - Recreation and Social Programs,None,19,19
2025,9,4,Other,After Hours Transit - General Concerns,OS - Calgary Transit,Community Centrepoint,23,23
2025,9,4,Other,AS - Animal at Large,CS - Emergency Management and Community Safety,Community Centrepoint,38,38
2025,9,4,Other,AS - Animal Bite,CS - Emergency Management and Community Safety,Community Centrepoint,5,5
2025,9,4,Other,AS - Animal Chase - Threat,CS - Emergency Management and Community Safety,Community Centrepoint,6,6
2025,9,4,Other,AS - Animal Damaging Pet or Property,CS - Emergency Management and Community Safety,Community Centrepoint,5,5
2025,9,4,Other,AS - Animal Injured,CS - Emergency Management and Community Safety,Community Centrepoint,2,2
2025,9,4,Other,AS - Animal Noise,CS - Emergency Management and Community Safety,Community Centrepoint,34,34
2025,9,4,Other,AS - Animal Park - Pathway Concerns,CS - Emergency Management and Community Safety,Community Centrepoint,2,2
2025,9,4,Other,AS - Animal Public Relations,CS - Emergency Management and Community Safety,Community Centrepoint,1,1
2025,9,4,Other,AS - Animal Tethered -Tied,CS - Emergency Management and Community Safety,Community Centrepoint,1,1
2025,9,4,Other,AS - Dog Defecation,CS - Emergency Management and Community Safety,Community Centrepoint,3,3
2025,9,4,Other,AS - Pick Up Stray,CS - Emergency Management and Community Safety,Community Centrepoint,69,69
2025,9,4,Other,AS - Rat Sighting,CS - Emergency Management and Community Safety,Community Centrepoint,1,1
2025,9,4,Other,AS - Urban Livestock Licenses and Permits,CS - Emergency Management and Community Safety,Community Centrepoint,2,2
2025,9,4,Other,AT - Assessed Value,CPFS - Assessment and Tax,Community Centrepoint,24,24
2025,9,4,Other,AT - Assessment General Inquiry,CPFS - Assessment and Tax,Community Centrepoint,15,15
2025,9,4,Other,AT - BIA Tax Account Inquiry,CPFS - Assessment and Tax,Community Centrepoint,5,5
2025,9,4,Other,AT - ONLINE Property Tax Document Request,CPFS - Assessment and Tax,Community Centrepoint,15,15
2025,9,4,Other,AT - ONLINE TIPP Information Request,CPFS - Assessment and Tax,Community Centrepoint,4,4
2025,9,4,Other,AT - ONLINE TIPP Information Request,CPFS - Assessment and Tax,None,1,1
2025,9,4,Other,AT - Property Details,CPFS - Assessment and Tax,Community Centrepoint,5,5
2025,9,4,Other,AT - Property Tax Account Inquiry,CPFS - Assessment and Tax,Community Centrepoint,272,272
2025,9,4,Other,AT - (PTAP) Property Tax Assistance Program Inquiry,CPFS - Assessment and Tax,Community Centrepoint,31,31
2025,9,4,Other,AT - Tax Account Maintenance,CPFS - Assessment and Tax,Community Centrepoint,2,2
2025,9,4,Other,AT - TIPP Agreement Request,CPFS - Assessment and Tax,Community Centrepoint,12,12
2025,9,4,Other,Business Safety - Business Licence Concern - RMS,CS - Emergency Management and Community Safety,Community Centrepoint,14,13
2025,9,4,Other,Bylaw - Advocacy Sign Concerns,CS - Emergency Management and Community Safety,Community Centrepoint,3,3
2025,9,4,Other,Bylaw - Disturbance and Behavioural Concerns,CS - Emergency Management and Community Safety,Community Centrepoint,45,44
2025,9,4,Other,Bylaw - Long Grass - Weeds Infraction,CS - Emergency Management and Community Safety,Community Centrepoint,106,106
2025,9,4,Other,Bylaw - Material on Public Property,CS - Emergency Management and Community Safety,Community Centrepoint,92,91
2025,9,4,Other,Bylaw - Noise Concerns,CS - Emergency Management and Community Safety,Community Centrepoint,63,63
2025,9,4,Other,Bylaw - Permit - Noise Exemption,CS - Emergency Management and Community Safety,Community Centrepoint,18,18
2025,9,4,Other,Bylaw - Property Maintenance Concerns,CS - Emergency Management and Community Safety,Community Centrepoint,11,11
2025,9,4,Other,Bylaw - Spills Concerns,CS - Emergency Management and Community Safety,Community Centrepoint,4,4
2025,9,4,Other,Bylaw - Tree - Shrub Infraction,CS - Emergency Management and Community Safety,Community Centrepoint,37,37
2025,9,4,Other,Bylaw - Vandalism and Property Damage Concerns,CS - Emergency Management and Community Safety,Community Centrepoint,4,4
2025,9,4,Other,Bylaw - Vehicle Concerns,CS - Emergency Management and Community Safety,Community Centrepoint,32,23
2025,9,4,Other,Bylaw - Waste and Recycling Infractions,CS - Emergency Management and Community Safety,Community Centrepoint,46,46
2025,9,4,Other,Bylaw - Water Misuse / Wasting Concern,CS - Emergency Management and Community Safety,Community Centrepoint,4,4
2025,9,4,Other,Bylaw - Water Services Request,CS - Emergency Management and Community Safety,Community Centrepoint,4,4
2025,9,4,Other,CAI - City Online - Concern,"PICS - Collaboration, Analytics and Innovation",None,3,3
2025,9,4,Other,CAI - Electronic Data Request,"PICS - Collaboration, Analytics and Innovation",None,1,1
2025,9,4,Other,CE - Environmental Inquiries,PDS - Climate and Environment,Community Centrepoint,2,2
