year,month,day_of_week,source,service_name,agency_responsible,location_type,n,quick
2025,9,4,Other,CE - Treatment Plant Tours,PDS - Climate and Environment,Community Centrepoint,1,1
2025,9,4,Other,CE - Treatment Plant Tours,PDS - Climate and Environment,None,1,1
2025,9,4,Other,CFD - Business Licence Inspection - FHB,CS - Calgary Fire,Community Centrepoint,55,55
2025,9,4,Other,CFD - Community Safety Inquiries,CS - Calgary Fire,Community Centrepoint,2,2
2025,9,4,Other,CFD - Compliments / Thank You / Recognition,CS - Calgary Fire,None,3,3
2025,9,4,Other,CFD - Fire Code and General Inquiries - FHB,CS - Calgary Fire,Community Centrepoint,21,21
2025,9,4,Other,CFD - Fire Code and General Inquiries - FHB,CS - Calgary Fire,None,1,1
2025,9,4,Other,CFD - Fire Code Hazard Complaint - FHB,CS - Calgary Fire,Community Centrepoint,4,4
2025,9,4,Other,CFD - Fire Safety Plan Review - FHB,CS - Calgary Fire,Community Centrepoint,7,7
2025,9,4,Other,CFD - Fire Safety Presentation,CS - Calgary Fire,Community Centrepoint,4,4
2025,9,4,Other,CFD - Fire Station Tour,CS - Calgary Fire,None,11,11
2025,9,4,Other,CFD - Fire Truck Booking,CS - Calgary Fire,Community Centrepoint,2,2
2025,9,4,Other,CFD - Fireworks Pyro Open Flame Blasting Inspection - FHB,CS - Calgary Fire,Community Centrepoint,2,2
2025,9,4,Other,CFD - Incident Report Request,CS - Calgary Fire,Community Centrepoint,9,9
2025,9,4,Other,CFD - Invoice Inquiry,CS - Calgary Fire,Community Centrepoint,5,5
2025,9,4,Other,CFD - Land Search - Property Search,CS - Calgary Fire,Community Centrepoint,9,9
2025,9,4,Other,CFD - Life Safety Systems Inspection - FHB,CS - Calgary Fire,Community Centrepoint,5,5
2025,9,4,Other,CFD - Lockbox Inquiry - FHB,CS - Calgary Fire,Community Centrepoint,3,3
2025,9,4,Other,CFD - Provincial Licence Inspection - FHB,CS - Calgary Fire,Community Centrepoint,19,19
2025,9,4,Other,CFD - Request to attend a Fire Drill - FHB,CS - Calgary Fire,Community Centrepoint,2,2
2025,9,4,Other,CFD - Safe Housing - FHB,CS - Calgary Fire,Community Centrepoint,1,1
2025,9,4,Other,CFD - SCHOOL Fire Drill with Local Fire Station - ONLINE,CS - Calgary Fire,Community Centrepoint,2,2
2025,9,4,Other,CFD - Smoke Alarm Inquiries & Asst. for Seniors/Disabled,CS - Calgary Fire,Community Centrepoint,2,2
2025,9,4,Other,CFD - Special Events Inspection - FHB,CS - Calgary Fire,Community Centrepoint,3,3
2025,9,4,Other,CFD - Tank Inspection - FHB,CS - Calgary Fire,Community Centrepoint,1,1
2025,9,4,Other,City Clerks - Municipal Election Question,LLSS - City Clerk's Office,Community Centrepoint,9,9
2025,9,4,Other,Comm Strategies - Disability/Accessibility - Meeting & Event,CS - Community Strategies,Community Centrepoint,1,1
2025,9,4,Other,Community Safety - Information Request,CS - Emergency Management and Community Safety,Community Centrepoint,30,30
2025,9,4,Other,Community Safety - Publications Request,CS - Emergency Management and Community Safety,Community Centrepoint,1,1
2025,9,4,Other,Corporate - Encampment Concerns,CS - Emergency Management and Community Safety,Community Centrepoint,90,90
2025,9,4,Other,Corporate - Graffiti Concerns,CS - Emergency Management and Community Safety,Community Centrepoint,36,36
2025,9,4,Other,CPBS - Bridge - Tunnel - Underpass Concern,IS - Capital Planning and Business Services,Community Centrepoint,2,2
2025,9,4,Other,CP - Community Planning - General Inquiries,PDS - Community Planning,Community Centrepoint,1,1
2025,9,4,Other,CP - Indemnification Agreements,PDS - Community Planning,Community Centrepoint,3,3
2025,9,4,Other,CP - Water Development Inquiry,PDS - Community Planning,Community Centrepoint,1,1
2025,9,4,Other,CSC - Calgary.ca Feedback and Issue Report,PICS - Customer Service and Communications,None,6,6
2025,9,4,Other,CT AC - Trip Feedback - Care Calgary,OSC - Calgary Transit,Community Centrepoint,4,4
2025,9,4,Other,CT AC - Trip Feedback - Care Calgary,OSC - Calgary Transit,None,9,9
2025,9,4,Other,CT AC - Trip Feedback - Checker Taxi,OSC - Calgary Transit,Community Centrepoint,4,4
2025,9,4,Other,CT AC - Trip Feedback - Checker Taxi,OSC - Calgary Transit,None,10,10
2025,9,4,Other,CT AC - Trip Feedback - CTA,OS - Calgary Transit,Community Centrepoint,8,8
2025,9,4,Other,CT AC - Trip Feedback - CTA,OS - Calgary Transit,None,18,18
2025,9,4,Other,CT AC - Trip Feedback - Southland,OSC - Calgary Transit,Community Centrepoint,5,5
2025,9,4,Other,CT AC - Trip Feedback - Southland,OSC - Calgary Transit,None,6,6
2025,9,4,Other,CT - Advertising and Communications,OS - Calgary Transit,Community Centrepoint,14,14
2025,9,4,Other,CT - Bikes on Transit,OS - Calgary Transit,Community Centrepoint,1,1
2025,9,4,Other,CT - Bus or CTrain Vehicle Maintenance,OS - Calgary Transit,Community Centrepoint,3,3
2025,9,4,Other,CT - Bus Route or Bus Schedule,OS - Calgary Transit,Community Centrepoint,137,137
2025,9,4,Other,CT - Bus Stops,OS - Calgary Transit,Community Centrepoint,37,37
2025,9,4,Other,CT - CTrain Schedule,OS - Calgary Transit,Community Centrepoint,3,3
2025,9,4,Other,CT - CTrain Stations,OS - Calgary Transit,Community Centrepoint,16,16
2025,9,4,Other,CT - Lost Property,OS - Calgary Transit,None,77,77
2025,9,4,Other,CT - Park and Ride Lot - LRT or Bus,OS - Calgary Transit,Community Centrepoint,2,2
2025,9,4,Other,CT - Projects,OS - Calgary Transit,Community Centrepoint,1,1
2025,9,4,Other,CT - Transit Pass Programs,OS - Calgary Transit,Community Centrepoint,43,43
2025,9,4,Other,CT - Transit Pass Programs,OS - Calgary Transit,None,17,17
2025,9,4,Other,CT - Transit Safety / Public Etiquette,OS - Calgary Transit,Community Centrepoint,8,7
2025,9,4,Other,DBBS - Building Construction Concerns and Inquiries,"PDS - Development, Business and Building Services",Community Centrepoint,31,31
2025,9,4,Other,DBBS - Code Inquiry,"PDS - Development, Business and Building Services",Community Centrepoint,13,13
2025,9,4,Other,DBBS Concern - Building Without a Permit,"PDS - Development, Business and Building Services",Community Centrepoint,26,26
2025,9,4,Other,DBBS Concern - Electrical,"PDS - Development, Business and Building Services",Community Centrepoint,2,2
2025,9,4,Other,DBBS Concern - Plumbing and Gas,"PDS - Development, Business and Building Services",Community Centrepoint,2,2
2025,9,4,Other,DBBS - Planning and Development - After Hours SR,"PDS - Development, Business and Building Services",Community Centrepoint,14,14
2025,9,4,Other,DBBS - PRC - Property Research,"PDS - Development, Business and Building Services",Community Centrepoint,1,1
2025,9,4,Other,DBBS - RIM - Property Research,"PDS - Development, Business and Building Services",Community Centrepoint,96,96
2025,9,4,Other,DBBS - SDI - New Subdivision Parks Inspection,"PDS - Development, Business and Building Services",Community Centrepoint,10,10
2025,9,4,Other,DBBS - SDI - New Subdivision Surface Inspection,"PDS - Development, Business and Building Services",Community Centrepoint,3,3
2025,9,4,Other,DBBS - SDI - Utility Inspection,"PDS - Development, Business and Building Services",Community Centrepoint,1,1
2025,9,4,Other,DBBS - Unsafe Derelict or Grow Op Property,"PDS - Development, Business and Building Services",Community Centrepoint,4,4
2025,9,4,Other,DBBS - Urgent Safety Response,"PDS - Development, Business and Building Services",Community Centrepoint,7,7
2025,9,4,Other,Facility Mgmt - FMCCC - Customer Care Centre,OS - Facility Management,Community Centrepoint,5,5
2025,9,4,Other,Finance - Accounts Payable,CPFS - Finance,Community Centrepoint,2,2
2025,9,4,Other,Finance - Corporate Billing and eBill Inquiry,CPFS - Finance,Community Centrepoint,1,1
2025,9,4,Other,Finance - Credit and Collection Inquiries,CPFS - Finance,Community Centrepoint,8,8
2025,9,4,Other,Finance - ONLINE eBill Inquiry,CPFS - Finance,None,3,3
2025,9,4,Other,GFL - Black Cart Collection,OSC - Waste and Recycling Services,Community Centrepoint,69,69
2025,9,4,Other,Green Line Inquiry,IS - Green Line LRT - SE Project,Community Centrepoint,1,1
2025,9,4,Other,HR - Recruitment and Program Inquiry,PICS - Human Resources,None,23,23
2025,9,4,Other,Law - Risk Management and Claims,LLSS - Law,Community Centrepoint,20,20
2025,9,4,Other,Mayors Office - General Concerns,Elected Officials,None,4,4
2025,9,4,Other,MC - calgary.ca Feedback,PICS - Marketing and Communication,None,1,1
2025,9,4,Other,Opinions on Business Units,Corporate Wide Service Requests,None,39,38
2025,9,4,Other,Parks - Cemetery - Maintenance - GIS,OS - Parks and Open Spaces,Community Centrepoint,1,1
2025,9,4,Other,Parks - Development - Tree Concern - GIS,OS - Parks and Open Spaces,Community Centrepoint,16,16
2025,9,4,Other,Parks - Garbage - GIS,OS - Parks and Open Spaces,Community Centrepoint,46,46
2025,9,4,Other,Parks - General Concerns,OS - Parks and Open Spaces,Community Centrepoint,10,10
2025,9,4,Other,Parks - Golf Course Inquiry,OS - Parks and Open Spaces,None,2,2
2025,9,4,Other,Parks - Infrastructure - GIS,OS - Parks and Open Spaces,Community Centrepoint,28,28
2025,9,4,Other,Parks - Irrigation Line Location Request - GIS,OS - Parks and Open Spaces,Community Centrepoint,1,1
2025,9,4,Other,Parks - Irrigation Maintenance - GIS,OS - Parks and Open Spaces,Community Centrepoint,21,21
2025,9,4,Other,Parks - Lighting Concern - GIS,OS - Parks and Open Spaces,Community Centrepoint,2,2
2025,9,4,Other,Parks - Lost and Found - GIS,OS - Parks and Open Spaces,Community Centrepoint,5,5
2025,9,4,Other,Parks - Maintenance - GIS,OS - Parks and Open Spaces,Community Centrepoint,24,24
2025,9,4,Other,Parks - Mowing Request - GIS,OS - Parks and Open Spaces,Community Centrepoint,26,26
2025,9,4,Other,Parks - Natural Area Inquiries - GIS,OS - Parks and Open Spaces,Community Centrepoint,3,3
2025,9,4,Other,Parks - Natural Area Maintenance - GIS,OS - Parks and Open Spaces,Community Centrepoint,25,25
2025,9,4,Other,Parks - Parks and Open Spaces Bookings,OS - Parks and Open Spaces,None,11,11
2025,9,4,Other,Parks - Pest Concerns - GIS,OS - Parks and Open Spaces,Community Centrepoint,3,3
2025,9,4,Other,Parks - Pest Management,OS - Parks and Open Spaces,Community Centrepoint,1,1
2025,9,4,Other,Parks - Planning Inquiries,OS - Parks and Open Spaces,Community Centrepoint,6,6
2025,9,4,Other,Parks - PlayBins,OS - Parks and Open Spaces,None,9,9
2025,9,4,Other,Parks - Playfield Usage Concerns,OS - Parks and Open Spaces,Community Centrepoint,1,1
2025,9,4,Other,Parks - Roadside Greens - GIS,OS - Parks and Open Spaces,Community Centrepoint,28,28
2025,9,4,Other,Parks - School Program Registration,OS - Parks and Open Spaces,None,6,6
2025,9,4,Other,Parks - Tree Concern - GIS,OS - Parks and Open Spaces,Community Centrepoint,199,199
2025,9,4,Other,Parks - Venue Bookings and Inquiries,OS - Parks and Open Spaces,None,12,12
2025,9,4,Other,Parks - Volunteer Request,OS - Parks and Open Spaces,None,2,2
2025,9,4,Other,Parks - Weed Control Issues - GIS,OS - Parks and Open Spaces,Community Centrepoint,9,9
2025,9,4,Other,Parks - Wildlife Management,OS - Parks and Open Spaces,Community Centrepoint,14,14
2025,9,4,Other,Parks - Wildlife Sightings,OS - Parks and Open Spaces,Community Centrepoint,34,34
2025,9,4,Other,Parks - Wildlife Sightings,OS - Parks and Open Spaces,None,1,1
2025,9,4,Other,Partnerships - Community Association Inquiries,CS - Partnerships,Community Centrepoint,3,3
2025,9,4,Other,Partnerships - Housing Solutions,CS - Partnerships,Community Centrepoint,1,1
2025,9,4,Other,Partnerships - Public Art,CS - Partnerships,Community Centrepoint,1,1
2025,9,4,Other,Partnerships - Sport and Facility Development,CS - Partnerships,Community Centrepoint,3,3
2025,9,4,Other,PD - Future Road Planning and Upgrades,IS - Project Development,Community Centrepoint,2,2
2025,9,4,Other,PD - Noise Barrier Wall,IS - Project Development,Community Centrepoint,1,1
2025,9,4,Other,PD - Noise Barrier Wall,IS - Project Development,None,1,1
2025,9,4,Other,PSD - Annual Paving Program - Major Roads,IS - Public Spaces Delivery,Community Centrepoint,4,4
2025,9,4,Other,PSD - Backlane Paving Construction,IS - Public Spaces Delivery,Community Centrepoint,1,1
2025,9,4,Other,PSD - Bridges and Structures Inquiry,IS - Public Spaces Delivery,Community Centrepoint,1,1
2025,9,4,Other,PSD - Bridges and Structures Inquiry,IS - Public Spaces Delivery,None,1,1
2025,9,4,Other,PSD - Downtown Major Projects,IS - Public Spaces Delivery,Community Centrepoint,1,1
2025,9,4,Other,PSD - Driveway Crossings - Curb Lowering,IS - Public Spaces Delivery,Community Centrepoint,10,10
2025,9,4,Other,PSD - Geotechnical Inquiry,IS - Public Spaces Delivery,Community Centrepoint,1,1
2025,9,4,Other,PSD - Local Improvement Inquiry,IS - Public Spaces Delivery,Community Centrepoint,8,8
2025,9,4,Other,PSD - Major Road Projects Inquiry,IS - Public Spaces Delivery,Community Centrepoint,3,3
2025,9,4,Other,PSD - Parks and Open Spaces,IS - Public Spaces Delivery,Community Centrepoint,1,1
2025,9,4,Other,PSD - Transportation Special Projects,IS - Public Spaces Delivery,Community Centrepoint,8,8
2025,9,4,Other,PSD - Transportation Special Projects,IS - Public Spaces Delivery,None,1,1
2025,9,4,Other,PSD - Various Street Improvements - Current Projects,IS - Public Spaces Delivery,Community Centrepoint,3,3
2025,9,4,Other,Public - Municipal Complex - Atrium or Plaza Use Request,OS - Facility Management,None,5,4
2025,9,4,Other,Recreation - Arena Booking Application,CS - Recreation and Social Programs,None,13,13
2025,9,4,Other,Recreation - Arena Meeting Room Application,CS - Recreation and Social Programs,None,12,12
2025,9,4,Other,Recreation - Athletic Park Booking Application,CS - Recreation and Social Programs,None,17,17
2025,9,4,Other,Recreation - LC - Gym/Room/Courts Booking Application,CS - Recreation and Social Programs,None,2,2
2025,9,4,Other,Recreation - Playfield Booking Application,CS - Recreation and Social Programs,None,7,7
2025,9,4,Other,Recreation - Pool Booking Application,CS - Recreation and Social Programs,None,13,13
2025,9,4,Other,Recreation - Sailing School Application,CS - Recreation and Social Programs,None,3,3
2025,9,4,Other,Recreation - School Facility Booking Application,CS - Recreation and Social Programs,None,22,22
2025,9,4,Other,Recreation - Tennis / Pickleball Court Application,CS - Recreation and Social Programs,None,2,2
2025,9,4,Other,REDS - Development Project Inquiry,IS - Real Estate and Development Services,Community Centrepoint,1,1
2025,9,4,Other,REDS - Encroachment Agreements on City Land,IS - Real Estate and Development Services,Community Centrepoint,4,4
2025,9,4,Other,REDS - Property Leasing and Sales Inquiry,IS - Real Estate and Development Services,Community Centrepoint,1,1
2025,9,4,Other,Roads - Backlane Maintenance,OS - Mobility,Community Centrepoint,59,55
2025,9,4,Other,Roads - BIA Maintenance,OS - Mobility,Community Centrepoint,2,2
2025,9,4,Other,Roads - Dead Animal Pick-Up,OS - Mobility,Community Centrepoint,56,56
2025,9,4,Other,Roads - Debris on Street/Sidewalk/Boulevard,OS - Mobility,Community Centrepoint,84,80
2025,9,4,Other,Roads - Detour Inquiry,OS - Mobility,Community Centrepoint,48,48
2025,9,4,Other,Roads - Detour Urgent (Safety) Concerns,OS - Mobility,Community Centrepoint,30,30
2025,9,4,Other,Roads - E-Scooter,OS - Mobility,Community Centrepoint,1,1
2025,9,4,Other,Roads - Feedback - Community Traffic Safety Projects,OS - Mobility,Community Centrepoint,4,4
2025,9,4,Other,Roads - Feedback - Community Traffic Safety Projects,OS - Mobility,None,1,1
2025,9,4,Other,Roads - Fence - Noise Barrier - Retaining Wall Repair,OS - Mobility,Community Centrepoint,7,7
2025,9,4,Other,"Roads - New Signal, Left Turn or Pedestrian Light Request",OS - Mobility,Community Centrepoint,4,4
2025,9,4,Other,"Roads - NEW Signal, Left Turn or Pedestrian Light Request",OS - Mobility,Community Centrepoint,34,17
2025,9,4,Other,Roads - Pathway Concerns,OS - Mobility,Community Centrepoint,19,19
2025,9,4,Other,Roads - Pavement Markings - Missing or Faded,OS - Mobility,Community Centrepoint,10,10
2025,9,4,Other,Roads - Permits - Requests and Inquiries,OS - Mobility,Community Centrepoint,26,26
2025,9,4,Other,Roads - Pothole Maintenance,OS - Mobility,Community Centrepoint,42,42
2025,9,4,Other,Roads - Repaving Candidate Street and Inquiries,OS - Mobility,Community Centrepoint,3,3
2025,9,4,Other,Roads - Roadway Maintenance,OS - Mobility,Community Centrepoint,39,31
2025,9,4,Other,Roads - Safety and Education,OS - Mobility,Community Centrepoint,24,10
2025,9,4,Other,Roads - Safety and Education,OS - Mobility,None,2,0
2025,9,4,Other,Roads - Shared E-Bike,OS - Mobility,Community Centrepoint,2,0
2025,9,4,Other,Roads - Sidewalk - Curb and Gutter Repair,OS - Mobility,Community Centrepoint,72,50
2025,9,4,Other,Roads - Sidewalk Installation and Accessibility,OS - Mobility,Community Centrepoint,3,3
2025,9,4,Other,Roads - Signs - Missing - Damaged,OS - Mobility,Community Centrepoint,48,48
2025,9,4,Other,Roads - Signs - Parking,OS - Mobility,Community Centrepoint,57,45
2025,9,4,Other,Roads - Signs - Traffic and Roadmarking,OS - Mobility,Community Centrepoint,42,39
2025,9,4,Other,Roads - Streetlight Damage,OS - Mobility,Community Centrepoint,6,6
